source;target;manuscript
braunschweig-wolfenbuettel_sophia_amalia;1701-09-22;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-11-01;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-11-01;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-11-01;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-01;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-11-02;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-02;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-11-03;Cod. Guelf. 28 Blank.
schmale_heinrich;1701-11-03;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-04;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-11-04;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-11-04;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-10-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-31;Cod. Guelf. 28 Blank.
matthiae_andreas;1701-10-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-10-31;Cod. Guelf. 28 Blank.
axel_anon_1;1701-10-30;Cod. Guelf. 28 Blank.
usson_jean;1701-11-05;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-11-06;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-11-06;Cod. Guelf. 28 Blank.
cramm_johann_ludwig;1701-11-07;Cod. Guelf. 28 Blank.
streithorst_franz_christoph_ernst;1701-11-07;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-11-10;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-11-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-11-10;Cod. Guelf. 28 Blank.
castell-remlingen_leopold_friedrich_ernst;1701-11-10;Cod. Guelf. 28 Blank.
spoercken_georg_friedrich;1701-11-10;Cod. Guelf. 28 Blank.
usson_jean;1701-11-10;Cod. Guelf. 28 Blank.
imhoff_anton_albrecht;1701-11-10;Cod. Guelf. 28 Blank.
imhoff_sophia_henriette;1701-11-10;Cod. Guelf. 28 Blank.
probst_maria_elisabeth;1701-11-10;Cod. Guelf. 28 Blank.
spoercken_anna_elisabeth;1701-11-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-11-13;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-11-13;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-11-14;Cod. Guelf. 28 Blank.
usson_jean;1701-11-14;Cod. Guelf. 28 Blank.
kaiserin_elisabeth_christine;1701-11-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-11-14;Cod. Guelf. 28 Blank.
mencke_otto;1701-11-14;Cod. Guelf. 28 Blank.
mencke_eva_margaretha;1701-11-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-14;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-11-14;Cod. Guelf. 28 Blank.
spoercken_georg_friedrich;1701-11-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-11-14;Cod. Guelf. 28 Blank.
imhoff_anton_albrecht;1701-11-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-11-14;Cod. Guelf. 28 Blank.
post_dorothea_elisabeth;1701-11-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-11-14;Cod. Guelf. 28 Blank.
imhoff_sophia_henriette;1701-11-14;Cod. Guelf. 28 Blank.
castell-remlingen_leopold_friedrich_ernst;1701-11-14;Cod. Guelf. 28 Blank.
veltheim_august_rudolph;1701-11-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-14;Cod. Guelf. 28 Blank.
wegscheider_johann_sebastian;1701-11-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-11-14;Cod. Guelf. 28 Blank.
alvensleben_johann_friedrich;1701-11-16;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-11-17;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-11-16;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-11-15;Cod. Guelf. 28 Blank.
oppel_moritz_friedrich;1701-11-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-11-18;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-11-18;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-11-18;Cod. Guelf. 28 Blank.
spoercken_georg_friedrich;1701-11-18;Cod. Guelf. 28 Blank.
castell-remlingen_friedrich_magnus;1701-11-19;Cod. Guelf. 28 Blank.
castell-remlingen_leopold_friedrich_ernst;1701-11-19;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-11-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-11-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-11-22;Cod. Guelf. 28 Blank.
heron_charles-francois;1701-11-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-11-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-11-25;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-11-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-11-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-11-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-25;Cod. Guelf. 28 Blank.
mencke_otto;1701-11-25;Cod. Guelf. 28 Blank.
steinberg_friedrich;1701-11-25;Cod. Guelf. 28 Blank.
kragen_mette_katharina;1701-11-25;Cod. Guelf. 28 Blank.
schleinitz_hans_georg_haubold;1701-11-25;Cod. Guelf. 28 Blank.
voigt_johann_justus;1701-11-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-11-25;Cod. Guelf. 28 Blank.
walther_friedrich_hans;1701-11-25;Cod. Guelf. 28 Blank.
usson_jean;1701-11-27;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_friedrich_ii;1701-11-27;Cod. Guelf. 28 Blank.
niekamp_johann;1701-11-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-11-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-11-29;Cod. Guelf. 28 Blank.
kuehlewein_johann_friedrich;1701-11-29;Cod. Guelf. 28 Blank.
matthiae_andreas;1701-11-29;Cod. Guelf. 28 Blank.
goes_ernst;1701-11-29;Cod. Guelf. 28 Blank.
kropff_heinrich_siegmund;1701-11-30;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-30;Cod. Guelf. 28 Blank.
wied-neuwied_friedrich_wilhelm;1701-11-30;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-06;Cod. Guelf. 28 Blank.
guiscard_louis;1701-12-07;Cod. Guelf. 28 Blank.
frankreich_ludwig_xiv;1701-12-07;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-norburg_ernst_leopold;1701-12-07;Cod. Guelf. 28 Blank.
hertel_lorenz;1701-12-07;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-12-07;Cod. Guelf. 28 Blank.
mencke_otto;1701-12-07;Cod. Guelf. 28 Blank.
guiscard_louis;1701-12-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-12-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-08;Cod. Guelf. 28 Blank.
steinberg_friedrich;1701-12-08;Cod. Guelf. 28 Blank.
meer_aelbert;1701-12-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-09;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-09;Cod. Guelf. 28 Blank.
guiscard_louis;1701-12-09;Cod. Guelf. 28 Blank.
usson_jean;1701-12-09;Cod. Guelf. 28 Blank.
meer_aelbert;1701-12-09;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-09;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-09;Cod. Guelf. 28 Blank.
steinberg_friedrich;1701-12-09;Cod. Guelf. 28 Blank.
mencke_otto;1701-12-09;Cod. Guelf. 28 Blank.
imhoff_anton_albrecht;1701-12-09;Cod. Guelf. 28 Blank.
guiscard_louis;1701-12-09;Cod. Guelf. 28 Blank.
usson_jean;1701-12-09;Cod. Guelf. 28 Blank.
meer_aelbert;1701-12-09;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-12-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-12;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-12-12;Cod. Guelf. 28 Blank.
schwartzkoppen_johann_georg;1701-12-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-12;Cod. Guelf. 28 Blank.
hoyer_johann_heinrich;1701-12-08;Cod. Guelf. 28 Blank.
bose_christoph_dietrich_d_ae;1701-12-08;Cod. Guelf. 28 Blank.
steinau_adam_heinrich;1701-12-08;Cod. Guelf. 28 Blank.
milckau_moritz_friedrich;1701-12-08;Cod. Guelf. 28 Blank.
trebra_caspar_wilhelm;1701-12-08;Cod. Guelf. 28 Blank.
valckenier_pieter;1701-12-08;Cod. Guelf. 28 Blank.
luppels_bernhard_daniel;1701-12-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-10;Cod. Guelf. 28 Blank.
matthiae_andreas;1701-12-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-13;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-12-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-12-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-16;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-16;Cod. Guelf. 28 Blank.
koetzler_maria_eleonora;1701-12-16;Cod. Guelf. 28 Blank.
usson_jean;1701-12-16;Cod. Guelf. 28 Blank.
voelckening_jobst_eberhard;1701-12-17;Cod. Guelf. 28 Blank.
volckmann_paul;1701-12-17;Cod. Guelf. 28 Blank.
eggeling_johann_gotthard;1701-12-17;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-19;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-19;Cod. Guelf. 28 Blank.
bennigsen_levin_adolf;1701-12-19;Cod. Guelf. 28 Blank.
cramm_hans_adolph;1701-12-19;Cod. Guelf. 28 Blank.
amat_etienne;1701-12-19;Cod. Guelf. 28 Blank.
axel_anon_1;1701-12-19;Cod. Guelf. 28 Blank.
luppels_bernhard_daniel;1701-12-20;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-20;Cod. Guelf. 28 Blank.
guenther_johann_kaspar;1701-12-21;Cod. Guelf. 28 Blank.
epp_anon_1;1701-12-21;Cod. Guelf. 28 Blank.
axel_anon_1;1701-12-22;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-23;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-12-23;Cod. Guelf. 28 Blank.
walther_friedrich_hans;1701-12-23;Cod. Guelf. 28 Blank.
usson_elisabeth;1701-12-23;Cod. Guelf. 28 Blank.
milckau_moritz_friedrich;1701-12-23;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-23;Cod. Guelf. 28 Blank.
toepfer_johann_georg;1701-12-23;Cod. Guelf. 28 Blank.
guenther_johann_kaspar;1701-12-23;Cod. Guelf. 28 Blank.
matthiae_andreas;1701-12-23;Cod. Guelf. 28 Blank.
cray_isaac;1701-12-23;Cod. Guelf. 28 Blank.
scheller_esajas;1701-12-23;Cod. Guelf. 28 Blank.
kuehlewein_johann_friedrich;1701-12-23;Cod. Guelf. 28 Blank.
lillie_johann_dieter;1701-12-23;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-23;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-24;Cod. Guelf. 28 Blank.
usson_elisabeth;1701-12-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-24;Cod. Guelf. 28 Blank.
usson_jean;1701-12-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-12-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-24;Cod. Guelf. 28 Blank.
usson_elisabeth;1701-12-24;Cod. Guelf. 28 Blank.
usson_elisabeth;1701-12-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-12-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-25;Cod. Guelf. 28 Blank.
usson_jean;1701-12-25;Cod. Guelf. 28 Blank.
rappach_karl_ernst;1701-12-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-26;Cod. Guelf. 28 Blank.
stockhausen_julius_johann;1701-12-26;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-27;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-27;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-12-27;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-27;Cod. Guelf. 28 Blank.
kaiserin_elisabeth_christine;1701-12-27;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-27;Cod. Guelf. 28 Blank.
post_christian_ludwig;1701-12-27;Cod. Guelf. 28 Blank.
imhoff_anton_albrecht;1701-12-27;Cod. Guelf. 28 Blank.
usson_jean;1701-12-27;Cod. Guelf. 28 Blank.
hasberg_kurd;1701-12-27;Cod. Guelf. 28 Blank.
hasberg_sophie_ilse;1701-12-27;Cod. Guelf. 28 Blank.
hasberg_anon_1;1701-12-27;Cod. Guelf. 28 Blank.
hasberg_anon_2;1701-12-27;Cod. Guelf. 28 Blank.
schulenburg_matthias_johann;1701-12-27;Cod. Guelf. 28 Blank.
wolffradt_hermann_christian;1701-12-27;Cod. Guelf. 28 Blank.
cramm_hans_adolph;1701-12-28;Cod. Guelf. 28 Blank.
kragen_christoph_julius;1701-12-28;Cod. Guelf. 28 Blank.
cramm_eleonore_elisabeth;1701-12-28;Cod. Guelf. 28 Blank.
cramm_hans_adolph;1701-12-28;Cod. Guelf. 28 Blank.
henninger_christoph;1701-12-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-28;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-12-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-28;Cod. Guelf. 28 Blank.
niekamp_johann;1701-12-28;Cod. Guelf. 28 Blank.
knopf_albert_fiedler;1701-12-28;Cod. Guelf. 28 Blank.
behm_christian_heinrich;1701-12-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_rudolph_august;1701-12-28;Cod. Guelf. 28 Blank.
schwartzkoppen_burchard;1701-12-28;Cod. Guelf. 28 Blank.
alvensleben_johann_friedrich;1701-12-29;Cod. Guelf. 28 Blank.
matthiae_andreas;1701-12-31;Cod. Guelf. 28 Blank.
usson_jean;1701-12-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-12-31;Cod. Guelf. 28 Blank.
spoercken_georg_friedrich;1701-12-31;Cod. Guelf. 28 Blank.
spoercken_anna_elisabeth;1701-12-31;Cod. Guelf. 28 Blank.
kielmansegg_melusine_agnes;1701-12-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-31;Cod. Guelf. 28 Blank.
mueller_anna_katharina;1701-12-31;Cod. Guelf. 28 Blank.
printzeler_franz_karl;1701-12-31;Cod. Guelf. 28 Blank.
mueller_philipp_2;1701-12-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_rudolph_august;1701-12-31;Cod. Guelf. 28 Blank.
mueller_philipp_1;1701-12-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-12-31;Cod. Guelf. 28 Blank.
spoercken_christine_luise;1701-12-31;Cod. Guelf. 28 Blank.
steinberg_gertrud_luise;1701-12-31;Cod. Guelf. 28 Blank.
steinberg_eva_friederika;1701-12-31;Cod. Guelf. 28 Blank.
menthe_rosina_elisabeth;1701-12-31;Cod. Guelf. 28 Blank.
schulenburg_friedrich_achaz;1701-12-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-12-31;Cod. Guelf. 28 Blank.
rheden_henning_christoph;1701-12-31;Cod. Guelf. 28 Blank.
jettebrock_georg_ernst;1701-12-31;Cod. Guelf. 28 Blank.
henninger_christoph;1701-12-31;Cod. Guelf. 28 Blank.
cramm_eleonore_elisabeth;1701-12-31;Cod. Guelf. 28 Blank.
steinberg_friedrich;1701-12-31;Cod. Guelf. 28 Blank.
baertling_georg_heinrich;1701-12-31;Cod. Guelf. 28 Blank.
heringen_georg_albrecht;1701-12-31;Cod. Guelf. 28 Blank.
hagen_busso;1701-12-31;Cod. Guelf. 28 Blank.
tuerck_anton_julius;1701-12-31;Cod. Guelf. 28 Blank.
voelckening_jobst_eberhard;1701-12-31;Cod. Guelf. 28 Blank.
haake_simon_martin;1701-12-31;Cod. Guelf. 28 Blank.
castell-remlingen_leopold_friedrich_ernst;1701-12-31;Cod. Guelf. 28 Blank.
zaschnitz_christoph_heinrich;1701-12-31;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-12-31;Cod. Guelf. 28 Blank.
nassau-oranien_haus;1701-12-31;Cod. Guelf. 28 Blank.
barclay_john;1701-05-20;Cod. Guelf. 28 Blank.
behm_christian_heinrich;1701-10-27;Cod. Guelf. 28 Blank.
schmidt_johann_andreas;1701-10-27;Cod. Guelf. 28 Blank.
walther_friedrich;1701-11-05;Cod. Guelf. 28 Blank.
knorr-rosenroth_christian;1701-11-09;Cod. Guelf. 28 Blank.
julius_anon;1701-11-26;Cod. Guelf. 28 Blank.
attems_elisabeth_katharina;1701-11-26;Cod. Guelf. 28 Blank.
nassau-hadamar_joseph_hugo;1701-11-26;Cod. Guelf. 28 Blank.
savoyen_karl_emanuel_iii;1701-11-26;Cod. Guelf. 28 Blank.
savoyen-carignan_louis_thomas;1701-11-26;Cod. Guelf. 28 Blank.
savoyen-carignan_maria_isabella;1701-11-26;Cod. Guelf. 28 Blank.
daenemark_luise;1701-11-26;Cod. Guelf. 28 Blank.
daenemark_friedrich_karl;1701-11-26;Cod. Guelf. 28 Blank.
kaiserin_wilhelmine_amalie;1701-11-26;Cod. Guelf. 28 Blank.
kaiserin_maria_amalia;1701-11-26;Cod. Guelf. 28 Blank.
spanien_philipp_v;1701-11-26;Cod. Guelf. 28 Blank.
spanien_maria_luisa;1701-11-26;Cod. Guelf. 28 Blank.
mecklenburg-strelitz_maria;1701-11-26;Cod. Guelf. 28 Blank.
nassau-dillenburg_heinrich;1701-11-26;Cod. Guelf. 28 Blank.
nassau-oranien_haus;1701-11-26;Cod. Guelf. 28 Blank.
sachsen-merseburg_christiana;1701-11-26;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-augustenburg_auguste;1701-11-26;Cod. Guelf. 28 Blank.
daenemark_friedrich_iv;1701-11-26;Cod. Guelf. 28 Blank.
wuerttemberg-neuenstadt_ferdinand_wilhelm;1701-11-26;Cod. Guelf. 28 Blank.
frankreich_ludwig_xiv;1701-11-26;Cod. Guelf. 28 Blank.
orleans_philippe;1701-11-26;Cod. Guelf. 28 Blank.
starhemberg_ernst_ruediger;1701-11-26;Cod. Guelf. 28 Blank.
lippe-brake_august;1701-11-26;Cod. Guelf. 28 Blank.
england_jakob_ii;1701-11-26;Cod. Guelf. 28 Blank.
sachsen-eisenach_johannetta;1701-11-26;Cod. Guelf. 28 Blank.
sayn-wittgenstein-sayn_ernst;1701-11-26;Cod. Guelf. 28 Blank.
lippe-brake_georg;1701-01-26;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-01-26;Cod. Guelf. 28 Blank.
wasenaer-obdam_jacob_ii;1701-01-26;Cod. Guelf. 28 Blank.
wasenaer-obdam_johan_henrik;1701-01-26;Cod. Guelf. 28 Blank.
probst_philipp_ludwig;1701-01-26;Cod. Guelf. 28 Blank.
imhoff_anton_albrecht;1701-01-26;Cod. Guelf. 28 Blank.
bosse_joachim_friedrich;1701-01-26;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-01-26;Cod. Guelf. 28 Blank.
bosse_maria_elisabeth;1701-01-26;Cod. Guelf. 28 Blank.
matthaei_johann_joachim;1701-01-26;Cod. Guelf. 28 Blank.
wasenaer-obdam_jacob_ii;1701-01-26;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-01-24;Cod. Guelf. 28 Blank.
wasenaer-obdam_jacob_ii;1701-01-24;Cod. Guelf. 28 Blank.
bodavin_anon_1;1701-01-24;Cod. Guelf. 28 Blank.
polen_august_ii;1701-01-24;Cod. Guelf. 28 Blank.
sachsen-meiningen_eleonora_friederike;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-01-24;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-01-24;Cod. Guelf. 28 Blank.
hohenzollern-sigmaringen_maria_clara;1701-01-24;Cod. Guelf. 28 Blank.
bennigsen_levin_adolf;1701-01-06;Cod. Guelf. 28 Blank.
bobart_justine_dorothea;1701-01-06;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-01-06;Cod. Guelf. 28 Blank.
wasenaer-obdam_johan_henrik;1701-01-06;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-01-24;Cod. Guelf. 28 Blank.
schwartzkoppen_burchard;1701-01-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-01-24;Cod. Guelf. 28 Blank.
sachsen-meiningen_eleonora_friederike;1701-01-24;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-01-26;Cod. Guelf. 28 Blank.
seydlitz_anon_1;1701-01-26;Cod. Guelf. 28 Blank.
gersdorff_anon_1;1701-01-26;Cod. Guelf. 28 Blank.
busch_anon_1;1701-01-26;Cod. Guelf. 28 Blank.
bosse_joachim_friedrich;1701-01-26;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-01-29;Cod. Guelf. 28 Blank.
stockhausen_justus_hermann;1701-01-29;Cod. Guelf. 28 Blank.
knorr-rosenroth_johann_christian;1701-01-30;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-01-30;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-01-30;Cod. Guelf. 28 Blank.
wasenaer-obdam_jacob_ii;1701-01-30;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-02-01;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-02-02;Cod. Guelf. 28 Blank.
pollich_johann_wolfgang;1701-02-03;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_rudolph_august;1701-02-03;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-ploen_adolf_august;1701-02-03;Cod. Guelf. 28 Blank.
bernstorff_hans_valentin;1701-02-03;Cod. Guelf. 28 Blank.
heringen_georg_albrecht;1701-02-03;Cod. Guelf. 28 Blank.
spanien_philipp_v;1701-02-03;Cod. Guelf. 28 Blank.
demay_marie_juliane;1701-02-03;Cod. Guelf. 28 Blank.
polen_august_ii;1701-02-03;Cod. Guelf. 28 Blank.
wagner_anon_1;1701-02-04;Cod. Guelf. 28 Blank.
pape_bernhard;1701-02-04;Cod. Guelf. 28 Blank.
pape_anon_1;1701-02-04;Cod. Guelf. 28 Blank.
schwartzkoppen_burchard;1701-02-05;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-02-06;Cod. Guelf. 28 Blank.
mecklenburg-schwerin_christian_ludwig_ii;1701-02-06;Cod. Guelf. 28 Blank.
jettebrock_rudolph_friedrich;1701-02-06;Cod. Guelf. 28 Blank.
jettebrock_christian_ludwig;1701-02-06;Cod. Guelf. 28 Blank.
