source;target;manuscript
spoercken_georg_friedrich;1701-02-06;Cod. Guelf. 28 Blank.
koehler_daniel;1701-02-05;Cod. Guelf. 28 Blank.
luppels_bernhard_daniel;1701-02-05;Cod. Guelf. 28 Blank.
ostfriesland_christian_eberhard;1701-02-05;Cod. Guelf. 28 Blank.
valckenier_pieter;1701-02-05;Cod. Guelf. 28 Blank.
walther_friedrich;1701-02-05;Cod. Guelf. 28 Blank.
frandorff_christoph;1701-02-05;Cod. Guelf. 28 Blank.
witzleben_wolf_friedrich;1701-02-05;Cod. Guelf. 28 Blank.
steinau_adam_heinrich;1701-02-05;Cod. Guelf. 28 Blank.
kaiserin_elisabeth_christine;1701-02-07;Cod. Guelf. 28 Blank.
heron_charles-francois;1701-02-05;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-02-05;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-02-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-02-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-02-08;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-02-08;Cod. Guelf. 28 Blank.
mecklenburg-schwerin_christian_ludwig_ii;1701-02-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-02-08;Cod. Guelf. 28 Blank.
wasenaer-obdam_jacob_ii;1701-02-08;Cod. Guelf. 28 Blank.
wasenaer-obdam_johan_henrik;1701-02-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-02-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-02-08;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-02-08;Cod. Guelf. 28 Blank.
heringen_georg_albrecht;1701-02-08;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-02-08;Cod. Guelf. 28 Blank.
foerster_nicolaus;1701-02-14;Cod. Guelf. 28 Blank.
lorme_anon_1;1701-02-14;Cod. Guelf. 28 Blank.
mueller_johann_urban;1701-02-14;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-02-14;Cod. Guelf. 28 Blank.
stockhausen_justus_hermann;1701-02-14;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-02-15;Cod. Guelf. 28 Blank.
brandenstein_johann_bernhard;1701-02-15;Cod. Guelf. 28 Blank.
egloffstein_anon_1;1701-02-15;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-02-17;Cod. Guelf. 28 Blank.
wasenaer-obdam_jacob_ii;1701-02-17;Cod. Guelf. 28 Blank.
bodavin_anon_1;1701-02-14;Cod. Guelf. 28 Blank.
polen_august_ii;1701-02-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-02-18;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-02-18;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-02-18;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-02-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-02-22;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-02-22;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-02-22;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_rudolph_august;1701-02-22;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-02-15;Cod. Guelf. 28 Blank.
sturm_leonhard_christoph;1701-02-15;Cod. Guelf. 28 Blank.
lose_anon_1;1701-02-24;Cod. Guelf. 28 Blank.
heringen_georg_albrecht;1701-02-24;Cod. Guelf. 28 Blank.
lose_bernhard;1701-02-24;Cod. Guelf. 28 Blank.
julius_anon;1701-02-24;Cod. Guelf. 28 Blank.
voelckening_jobst_eberhard;1701-02-24;Cod. Guelf. 28 Blank.
nelle_martin;1701-02-24;Cod. Guelf. 28 Blank.
kern_david_heinrich;1701-02-24;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-02-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-02-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-02-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-02-24;Cod. Guelf. 28 Blank.
imhoff_anton_albrecht;1701-02-24;Cod. Guelf. 28 Blank.
bodavin_anon_1;1701-02-24;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-02-24;Cod. Guelf. 28 Blank.
mecklenburg-schwerin_christian_ludwig_ii;1701-02-24;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-02-24;Cod. Guelf. 28 Blank.
bodavin_anon_1;1701-02-24;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-02-24;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-02-24;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-02-24;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-02-24;Cod. Guelf. 28 Blank.
mecklenburg-schwerin_christian_ludwig_ii;1701-02-24;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-02-24;Cod. Guelf. 28 Blank.
bourgogne_louis;1701-02-24;Cod. Guelf. 28 Blank.
spanien_philipp_v;1701-02-24;Cod. Guelf. 28 Blank.
berry_charles;1701-02-24;Cod. Guelf. 28 Blank.
frankreich_ludwig_xiv;1701-02-24;Cod. Guelf. 28 Blank.
berry_charles;1701-02-24;Cod. Guelf. 28 Blank.
spanien_philipp_v;1701-02-24;Cod. Guelf. 28 Blank.
berry_charles;1701-02-24;Cod. Guelf. 28 Blank.
berry_charles;1701-02-24;Cod. Guelf. 28 Blank.
berry_charles;1701-02-24;Cod. Guelf. 28 Blank.
frankreich_ludwig_xiv;1701-02-24;Cod. Guelf. 28 Blank.
frankreich_ludwig_xiv;1701-02-24;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-02-26;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-02-26;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-02-26;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-02-26;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-02-28;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-02-28;Cod. Guelf. 28 Blank.
mecklenburg-schwerin_christian_ludwig_ii;1701-02-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-02-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-02-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-02-28;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-02-28;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-03-01;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-03-01;Cod. Guelf. 28 Blank.
desbordes_henri;1701-03-01;Cod. Guelf. 28 Blank.
nassau-oranien_haus;1701-03-01;Cod. Guelf. 28 Blank.
koenig_adolph;1701-03-01;Cod. Guelf. 28 Blank.
england_wilhelm_iii;1701-03-01;Cod. Guelf. 28 Blank.
bentivoglio_opere;1701-03-01;Cod. Guelf. 28 Blank.
gracián_baltasar;1701-02-28;Cod. Guelf. 28 Blank.
pascal_blaise;1701-02-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-02-28;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-02-28;Cod. Guelf. 28 Blank.
hessen-philippsthal_karl;1701-03-02;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-03-02;Cod. Guelf. 28 Blank.
tappe_hans;1701-03-03;Cod. Guelf. 28 Blank.
hessen-philippsthal_karl;1701-03-03;Cod. Guelf. 28 Blank.
schwartzkoppen_burchard;1701-03-04;Cod. Guelf. 28 Blank.
erich_eberhard;1701-03-04;Cod. Guelf. 28 Blank.
pape_bernhard;1701-03-04;Cod. Guelf. 28 Blank.
pape_anon_1;1701-03-04;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-03-04;Cod. Guelf. 28 Blank.
erich_eberhard;1701-03-02;Cod. Guelf. 28 Blank.
russland_charlotte_christine_sophie;1701-03-02;Cod. Guelf. 28 Blank.
polen_christiane_eberhardine;1701-03-02;Cod. Guelf. 28 Blank.
hessen-philippsthal_karl;1701-03-05;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-03-05;Cod. Guelf. 28 Blank.
hessen-philippsthal_karl;1701-03-07;Cod. Guelf. 28 Blank.
schleinitz_anon_1;1701-03-07;Cod. Guelf. 28 Blank.
schleinitz_anon_2;1701-03-07;Cod. Guelf. 28 Blank.
walther_friedrich;1701-03-07;Cod. Guelf. 28 Blank.
schwarzburg-sondershausen_auguste_dorothea;1701-03-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-03-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-03-10;Cod. Guelf. 28 Blank.
valckenier_pieter;1701-03-11;Cod. Guelf. 28 Blank.
hertel_lorenz;1701-03-13;Cod. Guelf. 28 Blank.
rantzau_alexander_leopold_anton;1701-03-13;Cod. Guelf. 28 Blank.
daenemark_friedrich_iv;1701-03-13;Cod. Guelf. 28 Blank.
geist_anon_1;1701-03-13;Cod. Guelf. 28 Blank.
polen_christiane_eberhardine;1701-03-13;Cod. Guelf. 28 Blank.
schleinitz_anon_1;1701-03-12;Cod. Guelf. 28 Blank.
schleinitz_anon_3;1701-03-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-03-12;Cod. Guelf. 28 Blank.
eltz_friederike_elisabeth;1701-03-12;Cod. Guelf. 28 Blank.
steinberg_johann_adolph;1701-03-12;Cod. Guelf. 28 Blank.
axel_anon_1;1701-03-12;Cod. Guelf. 28 Blank.
savoyen_viktor_amadeus_ii;1701-03-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-03-16;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-03-16;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-03-18;Cod. Guelf. 28 Blank.
mecklenburg-strelitz_adolph_friedrich_ii;1701-03-18;Cod. Guelf. 28 Blank.
schleswig-holstein-gottorf_friedrich_iv;1701-03-18;Cod. Guelf. 28 Blank.
rantzau_alexander_leopold_anton;1701-03-19;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-03-19;Cod. Guelf. 28 Blank.
rantzau_dorothea_hedwig;1701-03-19;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-03-18;Cod. Guelf. 28 Blank.
koehler_daniel;1701-03-18;Cod. Guelf. 28 Blank.
sachsen-gotha-altenburg_johann_wilhelm;1701-03-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1701-03-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_heinrich_ferdinand;1701-03-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_christine;1701-03-21;Cod. Guelf. 28 Blank.
berghorn_anon_1;1701-03-21;Cod. Guelf. 28 Blank.
winter_peter;1701-03-21;Cod. Guelf. 28 Blank.
bodavin_anon_1;1701-03-23;Cod. Guelf. 28 Blank.
koenigsmarck_maria_aurora;1701-03-23;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-03-24;Cod. Guelf. 28 Blank.
schack_christian;1701-03-24;Cod. Guelf. 28 Blank.
kaiserin_elisabeth_christine;1701-03-27;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1701-03-27;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-03-30;Cod. Guelf. 28 Blank.
walther_friedrich_hans;1701-03-30;Cod. Guelf. 28 Blank.
walther_friedrich;1701-03-30;Cod. Guelf. 28 Blank.
geist_anon_1;1701-03-30;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-03-31;Cod. Guelf. 28 Blank.
bodavin_anon_1;1701-03-31;Cod. Guelf. 28 Blank.
hessen-kassel_karl;1701-04-01;Cod. Guelf. 28 Blank.
halcke_gustav_georg;1701-04-01;Cod. Guelf. 28 Blank.
zorn_wolf_christian;1701-04-01;Cod. Guelf. 28 Blank.
prittwitz_johann_caspar;1701-04-01;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-04-01;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-04-01;Cod. Guelf. 28 Blank.
castell-remlingen_leopold_friedrich_ernst;1701-04-06;Cod. Guelf. 28 Blank.
campen_bernhard_adolph;1701-04-06;Cod. Guelf. 28 Blank.
rantzau_alexander_leopold_anton;1701-04-05;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-04-05;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-04-05;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-04-07;Cod. Guelf. 28 Blank.
schleinitz_anon_1;1701-04-06;Cod. Guelf. 28 Blank.
halcke_gustav_georg;1701-04-06;Cod. Guelf. 28 Blank.
zorn_wolf_christian;1701-04-06;Cod. Guelf. 28 Blank.
kern_david_heinrich;1701-04-08;Cod. Guelf. 28 Blank.
niemeier_anon_1;1701-04-08;Cod. Guelf. 28 Blank.
campen_bernhard_adolph;1701-04-08;Cod. Guelf. 28 Blank.
polen_august_ii;1701-04-08;Cod. Guelf. 28 Blank.
campen_bernhard_adolph;1701-04-10;Cod. Guelf. 28 Blank.
evers_hans_heinrich;1701-04-10;Cod. Guelf. 28 Blank.
voelckening_jobst_eberhard;1701-04-13;Cod. Guelf. 28 Blank.
bortfeld_caspar_heinrich;1701-04-13;Cod. Guelf. 28 Blank.
voelckening_jobst_eberhard;1701-04-13;Cod. Guelf. 28 Blank.
cramm_johann_ludwig;1701-04-13;Cod. Guelf. 28 Blank.
streithorst_franz_christoph_ernst;1701-04-13;Cod. Guelf. 28 Blank.
steineck_johann_philipp;1701-04-13;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-04-13;Cod. Guelf. 28 Blank.
weixel_johann_bernhard;1701-04-13;Cod. Guelf. 28 Blank.
alvensleben_johann_friedrich;1701-04-13;Cod. Guelf. 28 Blank.
streithorst_franz_christoph_ernst;1701-04-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-04-16;Cod. Guelf. 28 Blank.
meer_frans;1701-04-16;Cod. Guelf. 28 Blank.
meer_aelbert;1701-04-16;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-04-17;Cod. Guelf. 28 Blank.
spoercken_georg_friedrich;1701-04-17;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-04-19;Cod. Guelf. 28 Blank.
meer_aelbert;1701-04-20;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_rudolph_august;1701-04-20;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-04-20;Cod. Guelf. 28 Blank.
cramm_johann_ludwig;1701-04-20;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-04-22;Cod. Guelf. 28 Blank.
kern_david_heinrich;1701-04-22;Cod. Guelf. 28 Blank.
kuehlewein_johann_friedrich;1701-04-21;Cod. Guelf. 28 Blank.
wildenheim_georg_heinrich;1701-04-21;Cod. Guelf. 28 Blank.
harnisch_anon_1;1701-04-21;Cod. Guelf. 28 Blank.
bobart_daniel_arnold;1701-04-21;Cod. Guelf. 28 Blank.
harmers_hans;1701-04-22;Cod. Guelf. 28 Blank.
voelckening_jobst_eberhard;1701-04-22;Cod. Guelf. 28 Blank.
mencke_otto;1701-04-24;Cod. Guelf. 28 Blank.
kuehlewein_johann_friedrich;1701-04-25;Cod. Guelf. 28 Blank.
eberhard_anon_1;1701-04-25;Cod. Guelf. 28 Blank.
roemmers_anon_1;1701-04-25;Cod. Guelf. 28 Blank.
harmers_hans;1701-04-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-04-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-04-25;Cod. Guelf. 28 Blank.
kuehlewein_georg_balthasar;1701-04-25;Cod. Guelf. 28 Blank.
schrader_andreas;1701-04-25;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-04-27;Cod. Guelf. 28 Blank.
voelckening_jobst_eberhard;1701-04-27;Cod. Guelf. 28 Blank.
druchtleben_johann_gottfried;1701-04-28;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-04-29;Cod. Guelf. 28 Blank.
schrader_andreas;1701-04-29;Cod. Guelf. 28 Blank.
bodavin_anon_1;1701-04-30;Cod. Guelf. 28 Blank.
kaiser_leopold_i;1701-05-07;Cod. Guelf. 28 Blank.
rappach_karl_ernst;1701-05-07;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_rudolph_august;1701-05-07;Cod. Guelf. 28 Blank.
reuschenberg_anon_1;1701-05-07;Cod. Guelf. 28 Blank.
reuschenberg_anon_2;1701-05-07;Cod. Guelf. 28 Blank.
reuschenberg_anon_3;1701-05-07;Cod. Guelf. 28 Blank.
wrisberg_anon_1;1701-05-07;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-05-04;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-05-04;Cod. Guelf. 28 Blank.
lippe-brake_georg;1701-05-04;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-05-04;Cod. Guelf. 28 Blank.
bernstorff_hans_valentin;1701-05-04;Cod. Guelf. 28 Blank.
probst_philipp_ludwig;1701-05-04;Cod. Guelf. 28 Blank.
heringen_georg_albrecht;1701-05-04;Cod. Guelf. 28 Blank.
goes_ernst;1701-05-07;Cod. Guelf. 28 Blank.
castell-remlingen_leopold_friedrich_ernst;1701-05-07;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-05-09;Cod. Guelf. 28 Blank.
rockhausen_georg_friedrich;1701-05-09;Cod. Guelf. 28 Blank.
rappach_karl_ernst;1701-05-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-05-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-05-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-05-10;Cod. Guelf. 28 Blank.
muenchhausen_hans_heinrich;1701-05-10;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_sophia_amalia;1701-05-03;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-05-03;Cod. Guelf. 28 Blank.
bose_christoph_dietrich_d_ae;1701-05-03;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-06;Cod. Guelf. 28 Blank.
kaiserin_elisabeth_christine;1701-05-06;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-05-06;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-05-06;Cod. Guelf. 28 Blank.
sachsen-meiningen_eleonora_friederike;1701-05-06;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-05-06;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-norburg_ernst_leopold;1701-05-06;Cod. Guelf. 28 Blank.
imhoff_anton_albrecht;1701-05-05;Cod. Guelf. 28 Blank.
meves_hans;1701-05-06;Cod. Guelf. 28 Blank.
oettingen-oettingen_albrecht_ernst_ii;1701-05-06;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-05-07;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-05-07;Cod. Guelf. 28 Blank.
kaiser_leopold_i;1701-05-07;Cod. Guelf. 28 Blank.
rappach_karl_ernst;1701-05-07;Cod. Guelf. 28 Blank.
meer_aelbert;1701-05-11;Cod. Guelf. 28 Blank.
meer_frans;1701-05-11;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-05-11;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-11;Cod. Guelf. 28 Blank.
rockhausen_georg_friedrich;1701-05-12;Cod. Guelf. 28 Blank.
oppel_moritz_friedrich;1701-05-12;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-05-13;Cod. Guelf. 28 Blank.
lippe-brake_georg;1701-05-13;Cod. Guelf. 28 Blank.
erich_eberhard;1701-05-14;Cod. Guelf. 28 Blank.
dommes_daniel;1701-05-11;Cod. Guelf. 28 Blank.
erich_eberhard;1701-05-11;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-11;Cod. Guelf. 28 Blank.
freytag_gottfried;1701-05-06;Cod. Guelf. 28 Blank.
egeling_anon_1;1701-05-06;Cod. Guelf. 28 Blank.
streithorst_franz_christoph_ernst;1701-05-07;Cod. Guelf. 28 Blank.
luppels_bernhard_daniel;1701-05-14;Cod. Guelf. 28 Blank.
hasenbein_ernst_wilhelm;1701-05-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_august_wilhelm;1701-05-14;Cod. Guelf. 28 Blank.
daenemark_friedrich_iv;1701-05-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-14;Cod. Guelf. 28 Blank.
lenthe_konrad_ludwig;1701-05-14;Cod. Guelf. 28 Blank.
schulenburg_matthias_johann;1701-05-14;Cod. Guelf. 28 Blank.
kern_david_heinrich;1701-05-14;Cod. Guelf. 28 Blank.
klengel_hans_caspar;1701-05-14;Cod. Guelf. 28 Blank.
lenthe_konrad_ludwig;1701-05-14;Cod. Guelf. 28 Blank.
castell-remlingen_leopold_friedrich_ernst;1701-05-14;Cod. Guelf. 28 Blank.
bonnac_jean_louis;1701-05-14;Cod. Guelf. 28 Blank.
hagen_busso;1701-05-14;Cod. Guelf. 28 Blank.
tuerck_anton_julius;1701-05-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_rudolph_august;1701-05-14;Cod. Guelf. 28 Blank.
voelckening_jobst_eberhard;1701-05-14;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-05-14;Cod. Guelf. 28 Blank.
heringen_georg_albrecht;1701-05-14;Cod. Guelf. 28 Blank.
meer_aelbert;1701-05-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-05-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-05-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-15;Cod. Guelf. 28 Blank.
sachsen-meiningen_eleonora_friederike;1701-05-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-05-15;Cod. Guelf. 28 Blank.
kaiserin_elisabeth_christine;1701-05-15;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-05-15;Cod. Guelf. 28 Blank.
rappach_karl_ernst;1701-05-15;Cod. Guelf. 28 Blank.
usson_jean;1701-05-15;Cod. Guelf. 28 Blank.
mencke_otto;1701-05-15;Cod. Guelf. 28 Blank.
reuss_heinrich_xxvii;1701-05-15;Cod. Guelf. 28 Blank.
wartensleben_simon_elmershausen;1701-05-13;Cod. Guelf. 28 Blank.
wartensleben_alexander_hermann;1701-05-13;Cod. Guelf. 28 Blank.
campen_bernhard_adolph;1701-05-16;Cod. Guelf. 28 Blank.
balcke_henning;1701-05-16;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-16;Cod. Guelf. 28 Blank.
balcke_henning;1701-05-18;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-05-18;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-18;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-ploen_adolf_august;1701-05-18;Cod. Guelf. 28 Blank.
lippe-brake_ludwig_ferdinand;1701-05-18;Cod. Guelf. 28 Blank.
oettingen-wallerstein_wolfgang_iv;1701-05-18;Cod. Guelf. 28 Blank.
busch_bodo_heinrich;1701-05-18;Cod. Guelf. 28 Blank.
bernstorff_hans_valentin;1701-05-18;Cod. Guelf. 28 Blank.
knorr-rosenroth_johann_christian;1701-05-18;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-05-18;Cod. Guelf. 28 Blank.
meer_aelbert;1701-05-18;Cod. Guelf. 28 Blank.
savoyen_luisa_adelaide;1701-05-18;Cod. Guelf. 28 Blank.
meer_aelbert;1701-05-18;Cod. Guelf. 28 Blank.
brion_abel_armand;1701-05-19;Cod. Guelf. 28 Blank.
oppel_moritz_friedrich;1701-05-19;Cod. Guelf. 28 Blank.
campen_bernhard_adolph;1701-05-20;Cod. Guelf. 28 Blank.
prigge_hans_georg;1701-05-20;Cod. Guelf. 28 Blank.
castell-remlingen_leopold_friedrich_ernst;1701-05-20;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-ploen_adolf_august;1701-05-20;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-05-20;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-ploen_adolf_august;1701-05-20;Cod. Guelf. 28 Blank.
oppel_moritz_friedrich;1701-05-20;Cod. Guelf. 28 Blank.
brion_abel_armand;1701-05-20;Cod. Guelf. 28 Blank.
knorr-rosenroth_johann_christian;1701-05-20;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-ploen_adolf_august;1701-05-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-05-21;Cod. Guelf. 28 Blank.
lippe-brake_georg;1701-05-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1701-05-21;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1701-05-21;Cod. Guelf. 28 Blank.
schleswig-holstein-sonderburg-ploen_adolf_august;1701-05-22;Cod. Guelf. 28 Blank.
braunschweig-wolfenbuettel_christine_luise;1701-05-22;Cod. Guelf. 28 Blank.
