source;target
dageroth_friedrich_jakob;1701-10-13
behm_heinrich_julius;1701-10-13
steinberg_friedrich;1701-10-13
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-13
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-13
schleswig-holstein-sonderburg-ploen_johann_adolf;1701-10-13
braunschweig-wolfenbuettel_august_wilhelm;1701-10-13
schleswig-holstein-sonderburg-ploen_dorothea_sophia;1701-10-13
braunschweig-wolfenbuettel_sophia_amalia;1701-10-13
braunschweig-wolfenbuettel_anton_ulrich;1701-10-13
schleswig-holstein-sonderburg-norburg_ernst_leopold;1701-10-13
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-13
braunschweig-wolfenbuettel_elisabeth_juliane;1701-10-13
braunschweig-wolfenbuettel_henriette_christine;1701-10-13
schwarzburg-sondershausen_auguste_dorothea;1701-10-13
braunschweig-wolfenbuettel_christine_luise;1701-10-13
braunschweig-wolfenbuettel-bevern_sophia_eleonora;1701-10-13
sachsen-zeitz_anna_friederica_philippina;1701-10-13
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-10-13
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-13
braunschweig-wolfenbuettel_elisabeth_juliane;1701-10-13
braunschweig-wolfenbuettel_august_wilhelm;1701-10-13
braunschweig-wolfenbuettel_sophia_amalia;1701-10-13
braunschweig-wolfenbuettel_christine_luise;1701-10-13
probst_maria_elisabeth;1701-10-13
imhoff_sophia_henriette;1701-10-13
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-13
braunschweig-wolfenbuettel-bevern_sophia_eleonora;1701-10-13
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-13
braunschweig-wolfenbuettel_anton_ulrich;1701-10-13
kragen_christoph_julius;1701-10-13
kragen_christoph_julius;1701-10-13
heringen_georg_albrecht;1701-10-13
bernstorff_hans_valentin;1701-10-13
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-13
braunschweig-wolfenbuettel_rudolph_august;1701-10-13
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-13
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-13
lautensack_johann_peter;1701-10-13
ingersleben_wilhelmine_elisabeth;1701-10-13
ingersleben_caspar_heinrich;1701-10-13
probst_philipp_ludwig;1701-10-13
mencke_otto;1701-10-13
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-14
braunschweig-wolfenbuettel-bevern_sophia_eleonora;1701-10-14
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-10-14
kaiserin_elisabeth_christine;1701-10-14
diepenbrock_anon_1;1701-10-14
braunschweig-wolfenbuettel_anton_ulrich;1701-10-14
braunschweig-wolfenbuettel_august_wilhelm;1701-10-14
braunschweig-wolfenbuettel_christine_luise;1701-10-14
braunschweig-wolfenbuettel_sophia_amalia;1701-10-14
braunschweig-wolfenbuettel_elisabeth_juliane;1701-10-14
voelckening_jobst_eberhard;1701-10-15
eggeling_johann_gotthard;1701-10-15
campen_bernhard_adolph;1701-10-15
imhoff_anton_albrecht;1701-10-15
luening_johann_friedrich;1701-10-15
brion_abel_armand;1701-10-15
braunschweig-wolfenbuettel_christine_luise;1701-10-16
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-16
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-16
schleswig-holstein-sonderburg-ploen_johann_adolf;1701-10-16
schleswig-holstein-sonderburg-ploen_dorothea_sophia;1701-10-16
braunschweig-wolfenbuettel_august_wilhelm;1701-10-18
wartensleben_simon_elmershausen;1701-10-18
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-18
braunschweig-wolfenbuettel_anton_ulrich;1701-10-18
braunschweig-wolfenbuettel_anton_ulrich;1701-10-18
braunschweig-wolfenbuettel_august_wilhelm;1701-10-18
usson_jean;1701-10-18
bourgogne_louis;1701-10-18
braunschweig-wolfenbuettel_christine_luise;1701-10-18
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-18
braunschweig-wolfenbuettel_christine_luise;1701-10-19
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-19
braunschweig-wolfenbuettel_henriette_christine;1701-10-19
braunschweig-wolfenbuettel_henriette_christine;1701-10-20
braunschweig-wolfenbuettel-bevern_sophia_eleonora;1701-10-20
imhoff_anton_albrecht;1701-10-21
schleswig-holstein-sonderburg-ploen_johann_adolf;1701-10-21
schleswig-holstein-sonderburg-ploen_dorothea_sophia;1701-10-21
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-21
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-21
sachsen-zeitz_anna_friederica_philippina;1701-10-21
braunschweig-wolfenbuettel_august_wilhelm;1701-10-21
braunschweig-wolfenbuettel_sophia_amalia;1701-10-21
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-21
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-10-21
schleswig-holstein-sonderburg-norburg_ernst_leopold;1701-10-21
schleswig-holstein-sonderburg-ploen_johann_adolf;1701-10-21
schleswig-holstein-sonderburg-ploen_dorothea_sophia;1701-10-21
braunschweig-wolfenbuettel_anton_ulrich;1701-10-21
braunschweig-wolfenbuettel_elisabeth_juliane;1701-10-21
braunschweig-wolfenbuettel_christine_luise;1701-10-21
braunschweig-wolfenbuettel_elisabeth_juliane;1701-10-22
schwarzburg-sondershausen_auguste_dorothea;1701-10-22
schleswig-holstein-sonderburg-ploen_johann_adolf;1701-10-22
schleswig-holstein-sonderburg-ploen_dorothea_sophia;1701-10-22
sachsen-zeitz_anna_friederica_philippina;1701-10-22
braunschweig-wolfenbuettel_christine_luise;1701-10-23
braunschweig-wolfenbuettel_christine_luise;1701-10-24
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-24
braunschweig-wolfenbuettel_rudolph_august;1701-10-25
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-25
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-25
lenthe_anon_1;1701-10-21
braunschweig-wolfenbuettel_christine_luise;1701-10-21
toepfer_johann_georg;1701-10-24
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-26
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-27
kuehlewein_johann_friedrich;1701-10-28
matti_dominico;1701-10-28
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-28
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-28
braunschweig-wolfenbuettel_august_wilhelm;1701-10-28
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-28
braunschweig-wolfenbuettel_christine_luise;1701-10-28
schwartzkoppen_burchard;1701-10-28
braunschweig-wolfenbuettel_august_wilhelm;1701-10-28
braunschweig-wolfenbuettel_sophia_amalia;1701-10-28
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-28
schleswig-holstein-sonderburg-ploen_adolf_august;1701-10-30
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-10-30
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-30
braunschweig-wolfenbuettel_christine_luise;1701-10-30
gemäl_anon_1;1701-10-30
schwarzburg-sondershausen_auguste_dorothea;1701-10-31
pape_julius_basilius;1701-10-31
jettebrock_georg_ernst;1701-09-22
braunschweig-wolfenbuettel_rudolph_august;1701-09-22
braunschweig-wolfenbuettel_august_wilhelm;1701-09-22
schleswig-holstein-sonderburg-ploen_adolf_august;1701-09-22
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1701-09-22
braunschweig-wolfenbuettel_sophia_amalia;1701-09-22
braunschweig-wolfenbuettel_christine_luise;1701-11-01
schwarzburg-sondershausen_auguste_dorothea;1701-11-01
braunschweig-wolfenbuettel_sophia_amalia;1701-11-01
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-01
schwarzburg-sondershausen_auguste_dorothea;1701-11-02
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-02
braunschweig-wolfenbuettel_anton_ulrich;1701-11-03
schmale_heinrich;1701-11-03
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-04
braunschweig-wolfenbuettel_sophia_amalia;1701-11-04
braunschweig-wolfenbuettel_august_wilhelm;1701-11-04
braunschweig-wolfenbuettel_christine_luise;1701-10-31
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-10-31
matthiae_andreas;1701-10-31
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-10-31
axel_anon_1;1701-10-30
usson_jean;1701-11-05
braunschweig-wolfenbuettel_christine_luise;1701-11-06
braunschweig-wolfenbuettel_anton_ulrich;1701-11-06
cramm_johann_ludwig;1701-11-07
streithorst_franz_christoph_ernst;1701-11-07
braunschweig-wolfenbuettel_christine_luise;1701-11-10
schwarzburg-sondershausen_auguste_dorothea;1701-11-10
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-10
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-11-10
castell-remlingen_leopold_friedrich_ernst;1701-11-10
spoercken_georg_friedrich;1701-11-10
usson_jean;1701-11-10
imhoff_anton_albrecht;1701-11-10
imhoff_sophia_henriette;1701-11-10
probst_maria_elisabeth;1701-11-10
spoercken_anna_elisabeth;1701-11-10
braunschweig-wolfenbuettel_august_wilhelm;1701-11-13
braunschweig-wolfenbuettel_sophia_amalia;1701-11-13
braunschweig-wolfenbuettel_christine_luise;1701-11-14
usson_jean;1701-11-14
kaiserin_elisabeth_christine;1701-11-14
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1701-11-14
mencke_otto;1701-11-14
mencke_eva_margaretha;1701-11-14
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-14
schwarzburg-sondershausen_auguste_dorothea;1701-11-14
spoercken_georg_friedrich;1701-11-14
braunschweig-wolfenbuettel_christine_luise;1701-11-14
imhoff_anton_albrecht;1701-11-14
braunschweig-wolfenbuettel_sophia_amalia;1701-11-14
post_dorothea_elisabeth;1701-11-14
braunschweig-wolfenbuettel_august_wilhelm;1701-11-14
imhoff_sophia_henriette;1701-11-14
castell-remlingen_leopold_friedrich_ernst;1701-11-14
veltheim_august_rudolph;1701-11-14
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-14
wegscheider_johann_sebastian;1701-11-14
braunschweig-wolfenbuettel_christine_luise;1701-11-14
alvensleben_johann_friedrich;1701-11-16
braunschweig-wolfenbuettel_anton_ulrich;1701-11-17
braunschweig-wolfenbuettel_elisabeth_juliane;1701-11-16
braunschweig-wolfenbuettel_august_wilhelm;1701-11-15
oppel_moritz_friedrich;1701-11-15
braunschweig-wolfenbuettel_anton_ulrich;1701-11-18
braunschweig-wolfenbuettel_august_wilhelm;1701-11-18
braunschweig-wolfenbuettel_sophia_amalia;1701-11-18
spoercken_georg_friedrich;1701-11-18
castell-remlingen_friedrich_magnus;1701-11-19
castell-remlingen_leopold_friedrich_ernst;1701-11-19
braunschweig-wolfenbuettel_anton_ulrich;1701-11-21
braunschweig-wolfenbuettel_elisabeth_juliane;1701-11-21
braunschweig-wolfenbuettel_august_wilhelm;1701-11-22
heron_charles-francois;1701-11-24
braunschweig-wolfenbuettel_anton_ulrich;1701-11-25
braunschweig-wolfenbuettel_elisabeth_juliane;1701-11-25
schwarzburg-sondershausen_auguste_dorothea;1701-11-25
braunschweig-wolfenbuettel_sophia_amalia;1701-11-25
braunschweig-wolfenbuettel_christine_luise;1701-11-25
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-25
mencke_otto;1701-11-25
steinberg_friedrich;1701-11-25
kragen_mette_katharina;1701-11-25
schleinitz_hans_georg_haubold;1701-11-25
voigt_johann_justus;1701-11-25
braunschweig-wolfenbuettel_august_wilhelm;1701-11-25
walther_friedrich_hans;1701-11-25
usson_jean;1701-11-27
sachsen-gotha-altenburg_friedrich_ii;1701-11-27
niekamp_johann;1701-11-28
braunschweig-wolfenbuettel_christine_luise;1701-11-28
braunschweig-wolfenbuettel_anton_ulrich;1701-11-29
kuehlewein_johann_friedrich;1701-11-29
matthiae_andreas;1701-11-29
goes_ernst;1701-11-29
kropff_heinrich_siegmund;1701-11-30
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-11-30
wied-neuwied_friedrich_wilhelm;1701-11-30
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-06
guiscard_louis;1701-12-07
frankreich_ludwig_xiv;1701-12-07
schleswig-holstein-sonderburg-norburg_ernst_leopold;1701-12-07
hertel_lorenz;1701-12-07
schwarzburg-sondershausen_auguste_dorothea;1701-12-07
mencke_otto;1701-12-07
guiscard_louis;1701-12-08
braunschweig-wolfenbuettel_anton_ulrich;1701-12-08
braunschweig-wolfenbuettel_christine_luise;1701-12-08
braunschweig-wolfenbuettel_sophia_amalia;1701-12-08
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-08
steinberg_friedrich;1701-12-08
meer_aelbert;1701-12-08
braunschweig-wolfenbuettel_anton_ulrich;1701-12-09
braunschweig-wolfenbuettel_august_wilhelm;1701-12-09
guiscard_louis;1701-12-09
usson_jean;1701-12-09
meer_aelbert;1701-12-09
braunschweig-wolfenbuettel_august_wilhelm;1701-12-09
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-09
steinberg_friedrich;1701-12-09
mencke_otto;1701-12-09
imhoff_anton_albrecht;1701-12-09
guiscard_louis;1701-12-09
usson_jean;1701-12-09
meer_aelbert;1701-12-09
braunschweig-wolfenbuettel_august_wilhelm;1701-12-12
braunschweig-wolfenbuettel_sophia_amalia;1701-12-12
braunschweig-wolfenbuettel_christine_luise;1701-12-12
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-12
schwarzburg-sondershausen_auguste_dorothea;1701-12-12
schwartzkoppen_johann_georg;1701-12-12
braunschweig-wolfenbuettel_anton_ulrich;1701-12-12
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-12
hoyer_johann_heinrich;1701-12-08
bose_christoph_dietrich_d_ae;1701-12-08
steinau_adam_heinrich;1701-12-08
milckau_moritz_friedrich;1701-12-08
trebra_caspar_wilhelm;1701-12-08
valckenier_pieter;1701-12-08
luppels_bernhard_daniel;1701-12-10
braunschweig-wolfenbuettel_christine_luise;1701-12-10
matthiae_andreas;1701-12-12
braunschweig-wolfenbuettel_august_wilhelm;1701-12-13
schwarzburg-sondershausen_auguste_dorothea;1701-12-15
braunschweig-wolfenbuettel_sophia_amalia;1701-12-15
braunschweig-wolfenbuettel_christine_luise;1701-12-16
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-16
koetzler_maria_eleonora;1701-12-16
usson_jean;1701-12-16
voelckening_jobst_eberhard;1701-12-17
volckmann_paul;1701-12-17
eggeling_johann_gotthard;1701-12-17
braunschweig-wolfenbuettel_anton_ulrich;1701-12-19
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-19
bennigsen_levin_adolf;1701-12-19
cramm_hans_adolph;1701-12-19
amat_etienne;1701-12-19
axel_anon_1;1701-12-19
luppels_bernhard_daniel;1701-12-20
braunschweig-wolfenbuettel_christine_luise;1701-12-20
guenther_johann_kaspar;1701-12-21
epp_anon_1;1701-12-21
axel_anon_1;1701-12-22
braunschweig-wolfenbuettel_christine_luise;1701-12-23
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-12-23
walther_friedrich_hans;1701-12-23
usson_elisabeth;1701-12-23
milckau_moritz_friedrich;1701-12-23
braunschweig-wolfenbuettel_anton_ulrich;1701-12-23
toepfer_johann_georg;1701-12-23
guenther_johann_kaspar;1701-12-23
matthiae_andreas;1701-12-23
cray_isaac;1701-12-23
scheller_esajas;1701-12-23
kuehlewein_johann_friedrich;1701-12-23
lillie_johann_dieter;1701-12-23
braunschweig-wolfenbuettel_august_wilhelm;1701-12-23
braunschweig-wolfenbuettel_christine_luise;1701-12-24
usson_elisabeth;1701-12-24
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-24
usson_jean;1701-12-24
braunschweig-wolfenbuettel_anton_ulrich;1701-12-24
braunschweig-wolfenbuettel_august_wilhelm;1701-12-24
braunschweig-wolfenbuettel_sophia_amalia;1701-12-24
braunschweig-wolfenbuettel_christine_luise;1701-12-24
usson_elisabeth;1701-12-24
usson_elisabeth;1701-12-25
braunschweig-wolfenbuettel_august_wilhelm;1701-12-25
braunschweig-wolfenbuettel_sophia_amalia;1701-12-25
braunschweig-wolfenbuettel_christine_luise;1701-12-25
usson_jean;1701-12-25
rappach_karl_ernst;1701-12-25
braunschweig-wolfenbuettel_elisabeth_juliane;1701-12-26
stockhausen_julius_johann;1701-12-26
braunschweig-wolfenbuettel_anton_ulrich;1701-12-27
braunschweig-wolfenbuettel_august_wilhelm;1701-12-27
braunschweig-wolfenbuettel_sophia_amalia;1701-12-27
braunschweig-wolfenbuettel_christine_luise;1701-12-27
kaiserin_elisabeth_christine;1701-12-27
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-27
post_christian_ludwig;1701-12-27
imhoff_anton_albrecht;1701-12-27
usson_jean;1701-12-27
hasberg_kurd;1701-12-27
hasberg_sophie_ilse;1701-12-27
hasberg_anon_1;1701-12-27
hasberg_anon_2;1701-12-27
schulenburg_matthias_johann;1701-12-27
wolffradt_hermann_christian;1701-12-27
cramm_hans_adolph;1701-12-28
kragen_christoph_julius;1701-12-28
cramm_eleonore_elisabeth;1701-12-28
cramm_hans_adolph;1701-12-28
henninger_christoph;1701-12-28
braunschweig-wolfenbuettel_christine_luise;1701-12-28
schwarzburg-sondershausen_auguste_dorothea;1701-12-28
braunschweig-wolfenbuettel-bevern_august_ferdinand;1701-12-28
niekamp_johann;1701-12-28
knopf_albert_fiedler;1701-12-28
behm_christian_heinrich;1701-12-28
braunschweig-wolfenbuettel_rudolph_august;1701-12-28
schwartzkoppen_burchard;1701-12-28
alvensleben_johann_friedrich;1701-12-29
matthiae_andreas;1701-12-31
usson_jean;1701-12-31
braunschweig-wolfenbuettel_christine_luise;1701-12-31
braunschweig-wolfenbuettel_august_wilhelm;1701-12-31
spoercken_georg_friedrich;1701-12-31
spoercken_anna_elisabeth;1701-12-31
kielmansegg_melusine_agnes;1701-12-31
braunschweig-wolfenbuettel_anton_ulrich;1701-12-31
mueller_anna_katharina;1701-12-31
printzeler_franz_karl;1701-12-31
mueller_philipp_2;1701-12-31
braunschweig-wolfenbuettel_rudolph_august;1701-12-31
mueller_philipp_1;1701-12-31
braunschweig-wolfenbuettel_christine_luise;1701-12-31
spoercken_christine_luise;1701-12-31
steinberg_gertrud_luise;1701-12-31
steinberg_eva_friederika;1701-12-31
menthe_rosina_elisabeth;1701-12-31
schulenburg_friedrich_achaz;1701-12-31
braunschweig-wolfenbuettel_anton_ulrich;1701-12-31
rheden_henning_christoph;1701-12-31
jettebrock_georg_ernst;1701-12-31
henninger_christoph;1701-12-31
cramm_eleonore_elisabeth;1701-12-31
steinberg_friedrich;1701-12-31
baertling_georg_heinrich;1701-12-31
heringen_georg_albrecht;1701-12-31
hagen_busso;1701-12-31
tuerck_anton_julius;1701-12-31
voelckening_jobst_eberhard;1701-12-31
haake_simon_martin;1701-12-31
castell-remlingen_leopold_friedrich_ernst;1701-12-31
zaschnitz_christoph_heinrich;1701-12-31
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1701-12-31
nassau-oranien_haus;1701-12-31
barclay_john;1701-05-20
behm_christian_heinrich;1701-10-27
schmidt_johann_andreas;1701-10-27
walther_friedrich;1701-11-05
knorr-rosenroth_christian;1701-11-09
julius_anon;1701-11-26
attems_elisabeth_katharina;1701-11-26
nassau-hadamar_joseph_hugo;1701-11-26
savoyen_karl_emanuel_iii;1701-11-26
savoyen-carignan_louis_thomas;1701-11-26
savoyen-carignan_maria_isabella;1701-11-26
daenemark_luise;1701-11-26
daenemark_friedrich_karl;1701-11-26
kaiserin_wilhelmine_amalie;1701-11-26
kaiserin_maria_amalia;1701-11-26
spanien_philipp_v;1701-11-26
spanien_maria_luisa;1701-11-26
mecklenburg-strelitz_maria;1701-11-26
nassau-dillenburg_heinrich;1701-11-26
nassau-oranien_haus;1701-11-26
sachsen-merseburg_christiana;1701-11-26
schleswig-holstein-sonderburg-augustenburg_auguste;1701-11-26
daenemark_friedrich_iv;1701-11-26
wuerttemberg-neuenstadt_ferdinand_wilhelm;1701-11-26
frankreich_ludwig_xiv;1701-11-26
orleans_philippe;1701-11-26
starhemberg_ernst_ruediger;1701-11-26
lippe-brake_august;1701-11-26
england_jakob_ii;1701-11-26
sachsen-eisenach_johannetta;1701-11-26
sayn-wittgenstein-sayn_ernst;1701-11-26
